id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,705423.1309949273,414747.34115828905
1,1,0,1,40.66827488627978,356.6335393357467,705463.7290915474,414744.95303495787
1,2,0,2,27.567054210858956,17.650124221439302,705489.9984481838,414753.31146661565
1,3,0,3,27.87565025147999,313.2642954089397,705509.1034348272,414733.0124183055
1,4,0,4,58.55773852739926,290.28255908943686,705529.4024831373,414678.0855817031
1,5,0,5,68.92539317135602,14.036243467926479,705596.2699363921,414694.8024450168
1,6,0,6,57.02816512156044,340.42687417056936,705650.0027113296,414675.6974583734
1,7,0,7,40.545383207117744,13.626994857488516,705689.406746285,414685.24995169416
1,8,0,8,84.30616557263919,105.61098853466576,705666.7195746433,414766.4461449329
1,9,0,9,88.9796293844161,310.1009075470331,705724.0345345773,414698.38463001326
1,10,0,10,53.94463490150369,5.079607860233524,705777.7673095148,414703.1608766746
1,11,0,11,53.306529039639855,344.40718906033004,705829.1119611226,414688.8321366906
1,12,0,12,33.625081792298154,73.49563862061184,705838.6644544434,414721.07180165313
1,13,0,13,81.09076641286411,103.62699485907761,705819.5594678,414799.8798715621
1,14,0,14,59.70308326333761,53.13010235522851,705855.3813177571,414847.64233817346
1,15,0,15,42.06420124385467,6.5198017493523395,705897.1734760422,414852.4185848329
1,16,0,16,44.42166174930606,36.25383773718647,705932.9953260012,414878.68794146925
1,17,0,17,38.50733165047354,299.74488129591094,705952.1003126446,414845.2542148419
1,18,0,18,93.24390769599827,279.58294472367913,705967.6231142934,414753.31146661565
1,19,0,19,37.09286786407328,3.6913859851546134,706004.6390259173,414755.6995899454
1,20,0,20,73.50029097977016,43.025065989825684,706058.3718008548,414805.8501798883
1,21,0,21,100.76210893888805,40.674939565236436,706134.7917474322,414871.5235714782
1,22,0,22,95.07610568068814,78.40782458914504,706153.8967340775,414964.6603813693
1,23,0,23,81.23130510888844,24.30454926674783,706227.9285573252,414998.09410799854
1,24,0,24,86.10501120413782,19.440034827832434,706309.1247505639,415026.7515879646
1,25,0,25,46.46112198848791,25.90650799975052,706350.916908849,415047.05063627474
1,26,0,26,48.13416456251434,7.125016348901798,706398.6793754585,415053.0209446009
