id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,705735.9734346753,417106.00243191223
1,1,0,1,92.2639342670322,100.30484646881776,705719.4687603638,417196.778140625
1,2,0,2,117.73848495061597,127.40535663094266,705647.948505016,417290.30462838896
1,3,0,3,200.52405734444514,116.91655461736019,705557.1727963034,417469.1052667592
1,4,0,4,128.31728259831476,120.96375653121771,705491.1540990602,417579.13642883487
1,5,0,5,125.6958547408715,113.1985905143171,705441.640076125,417694.66914901324
1,6,0,6,75.53380822868742,123.11134196047493,705400.3783903476,417757.9370672051
1,7,0,7,93.08044517599774,145.84030545378843,705323.3565768953,417810.2018691916
1,8,0,8,77.90097486198817,137.86240522654714,705265.5902168062,417862.46667117625
1,9,0,9,100.12986889364443,105.94539590106926,705238.0824262872,417958.74393799156
1,10,0,10,118.31548071025395,107.59242456234938,705202.3222986124,418071.5258791186
1,11,0,11,55.28997466548226,84.2894068617321,705207.823856717,418126.54146015644
1,12,0,12,80.19830162428214,157.83365417823705,705133.5528223161,418156.8000297267
1,13,0,13,44.354979450185674,97.12501634740961,705128.0512642134,418200.81249455735
