id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,702587.6396754946,418052.2026767714
1,1,0,1,163.80748483010214,100.17551084319068,702558.7007797081,418213.43366757967
1,2,0,2,82.78584807183904,87.13759477421014,702562.834907677,418296.1162269674
1,3,0,3,71.12622697520747,125.53767779179995,702521.4936279841,418353.9940185379
1,4,0,4,81.22272729982808,104.74356283606947,702500.8229881376,418432.54244995676
1,5,0,5,83.19772050656876,153.43494882234836,702426.4086846877,418469.74960168265
1,6,0,6,63.104724687025964,211.60750224558413,702372.6650210842,418436.67657792754
1,7,0,7,165.36511877551675,90.0,702372.6650210842,418602.04169670306
1,8,0,8,104.3406726113515,123.69006752512877,702314.7872295137,418688.8583840616
1,9,0,9,95.08494329638779,90.0,702314.7872295137,418783.943327358
1,10,0,10,63.10472468543963,58.39249775352952,702347.8602532689,418837.68699095957
1,11,0,11,111.08425701565098,135.0,702269.31182185,418916.2354223784
1,12,0,12,104.66776016239359,80.9097230792985,702285.8483337276,419019.5886216145
1,13,0,13,186.54035660118126,12.804266065007809,702467.7499643806,419060.92990130745
1,14,0,14,166.18988757843601,95.71059313743574,702451.2134525031,419226.2950200848
1,15,0,15,128.42440801909734,86.30861401314746,702459.4817084428,419354.4529871363
