id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,704812.0255728654,410593.2053874803
1,1,0,1,117.55499468172869,105.70863782923081,704780.1980780102,410706.36981363036
1,2,0,2,134.1965012791474,108.4349488231735,704737.7614182029,410833.6797930505
1,3,0,3,81.64386420251193,85.03025927200294,704744.8341948371,410915.0167243462
1,4,0,4,117.182056980786,174.80557109144064,704628.1333803702,410925.62588929944
1,5,0,5,95.22016955226066,164.93151184109055,704536.1872841213,410950.3806075193
1,6,0,6,79.07604672139816,79.69515353014756,704550.3328373916,411028.18115049787
1,7,0,7,92.55613970009921,133.45184230106608,704486.6778476816,411095.37252852507
1,8,0,8,71.08052547199686,84.28940686264976,704493.7506243158,411166.1002948694
1,9,0,9,82.55781652880461,43.26429541112699,704553.8692257088,411222.6825079452
1,10,0,10,117.07528515406395,64.98310652267095,704603.3786621485,411328.77415746264
1,11,0,11,77.5590507979541,46.84761026499075,704656.4244869072,411385.3563705366
1,12,0,12,60.01449984003538,315.00000000125743,704698.8611467145,411342.91971073113
