id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,702518.9015288408,412369.4235719318
1,1,0,1,189.88388159958487,97.12501634874931,702495.3493319843,412557.8411467876
1,2,0,2,131.01552687253866,81.38435181595791,702514.9761626981,412687.3782295007
1,3,0,3,99.38233287042958,99.09027692065266,702499.2746981271,412785.5123830717
1,4,0,4,318.1242269371616,74.24882633672911,702585.6327532679,413091.6909422111
1,5,0,5,239.47950768325273,89.06080905427903,702589.5581194106,413331.13827692345
1,6,0,6,222.22565205845632,107.47477425611146,702522.8268949836,413543.1080486346
1,7,0,7,212.55051190186617,85.76360520101534,702538.5283595547,413755.0778203476
1,8,0,8,180.13966704140873,78.69006752609597,702573.8566548396,413931.7192967739
1,9,0,9,229.7261637079041,73.11320887588133,702640.5878792685,414151.53980077244
1,10,0,10,235.94683335447172,45.67403689797698,702805.4532572664,414320.3305449132
1,11,0,11,151.5211669681401,36.5730309786653,702927.139607694,414410.61396619864
1,12,0,12,241.62533819214912,46.97493401086045,703092.004985692,414587.2554426249
1,13,0,13,111.57987040337379,39.28940686263495,703178.3630408347,414657.91203319654
1,14,0,14,96.94939198574494,31.759480084812793,703260.7957298327,414708.9417930525
1,15,0,15,94.5353353316098,48.36646066333605,703323.6015881188,414779.5983836241
1,16,0,16,86.89168362872265,71.56505117707799,703351.0791511182,414862.03107262217
