id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,702513.7092551301,412369.0722387018
1,1,0,1,193.47990884634882,97.12501634871151,702489.7110259887,412561.0580718387
1,2,0,2,138.09122209746215,79.99202019927496,702513.7092551291,412697.04803697765
1,3,0,3,94.14187152777887,102.26477372707363,702493.7107308451,412789.04124869034
1,4,0,4,108.80373531197316,72.89727103138031,702525.7083697002,412893.0335749723
1,5,0,5,203.8280361874816,74.05460409886139,702581.7042376995,413089.01911296695
1,6,0,6,92.77246224696259,82.5685920287283,702593.7033522706,413181.0123246778
1,7,0,7,156.1934678173766,92.93567344664864,702585.7039425559,413337.0008141026
1,8,0,8,113.83359585034329,108.43494882292202,702549.7065988425,413444.99284524284
1,9,0,9,111.56237312818845,104.53445508023145,702521.7086648438,413552.9848763831
1,10,0,10,212.58722919024646,85.68397248027605,702537.7074842714,413764.9692338053
1,11,0,11,109.82813739204954,79.50852298717298,702557.7060085572,413872.9612649437
1,12,0,12,69.8518423366639,76.75948008542518,702573.7048279848,413940.9562475141
1,13,0,13,142.42544077546356,38.157226587326974,702685.6965639815,414028.9497543685
