id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,705667.2039583785,417430.5943600329
1,1,0,1,108.36812690540825,113.96248897435946,705623.1914935485,417529.62240590155
1,2,0,2,98.41486321615737,116.56505117659302,705579.1790287197,417617.647335561
1,3,0,3,71.57313539584139,87.79740183863535,705581.929807771,417689.1675909087
1,4,0,4,74.82928030154673,53.972626615001246,705625.9422726016,417749.6847300511
1,5,0,5,71.73154164354209,85.60129464580322,705631.4438307043,417821.2049853988
1,6,0,6,126.8046488040877,86.26860300071176,705639.6961678602,417947.74082178436
1,7,0,7,123.78505733422935,90.0,705639.6961678602,418071.5258791186
1,8,0,8,107.28038302250206,90.0,705639.6961678602,418178.8062621411
1,9,0,9,128.31728259927308,120.9637565319309,705573.6774706151,418288.8374242168
1,10,0,10,72.83073911326748,100.88552705416063,705559.9235753566,418360.3576795645
1,11,0,11,104.85484812302839,94.51398845813478,705551.6712382007,418464.8872835357
1,12,0,12,118.50718833977108,158.19859051348095,705441.640076125,418508.8997483663
