id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,703466.2966210295,414121.95171281084
1,1,0,1,52.89380766302347,126.86989764610884,703434.5603364315,414164.2667589411
1,2,0,2,72.48145940911695,85.81508387463087,703439.8497171979,414236.55496274494
1,3,0,3,64.87732115125803,47.202598161452876,703483.9278902505,414284.15938964114
1,4,0,4,99.87767762415177,20.6744247614209,703577.3736171201,414319.4219280835
1,5,0,5,85.10626619627334,50.042451069430705,703632.0305517036,414384.6576242
1,6,0,6,100.38991400174132,59.38139459086656,703683.1612324435,414471.0508433804
1,7,0,7,34.639947831080576,104.7435628360003,703674.3455978334,414504.5502549
1,8,0,8,81.40989172253717,107.65012422044117,703649.6618209239,414582.1278394703
1,9,0,9,100.93035426717913,109.38451567839735,703616.1624094062,414677.3366932627
1,10,0,10,38.66839222546098,114.22774531946428,703600.2942671068,414712.5992317032
1,11,0,11,55.67127350658643,100.9540626436412,703589.7155055739,414767.25616628863
1,12,0,12,68.03477076340609,121.21840276418376,703554.4529671334,414825.43935471587
1,13,0,13,46.946875606645655,145.7131230238155,703515.6641748473,414851.88625854626
1,14,0,14,130.1612851856152,114.82934658782752,703461.0072402637,414970.0157623254
1,15,0,15,85.68869397560346,126.63411387612118,703409.8765595239,415038.7777122855
1,16,0,16,29.55539288647486,162.6459753641695,703381.6665287707,415047.59334689565
