id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,700651.0972254517,410875.454798877
1,1,0,1,392.50584457348276,48.447386851777914,700911.4493015707,411169.18534629233
1,2,0,2,144.4173477102342,33.690067526389704,701031.6117982399,411249.2936774064
1,3,0,3,203.4718319143342,48.9909130984642,701165.1256834287,411402.83464537375
1,4,0,4,133.01226581355482,72.4744316261966,701205.1798489857,411529.6728363037
1,5,0,5,108.67242920427582,79.38034472378455,701225.2069317643,411636.48394445516
1,6,0,6,256.90583446957584,24.567171320385427,701458.8562308438,411743.29505260475
1,7,0,7,371.92664666182617,68.96248897461938,701592.3701160327,412090.4311540965
1,8,0,8,142.8660959838816,37.405356631059504,701705.8569184449,412177.21517946944
1,9,0,9,217.4473553987251,342.12130340411346,701912.803440487,412110.458236875
1,10,0,10,120.34778975792578,356.82016988038174,702032.9659371562,412103.7825426161
1,11,0,11,104.4911431290776,26.56505117662123,702126.4256567899,412150.51240243204
1,12,0,12,267.77773282612714,94.28915332885876,702106.3985740114,412417.54017280973
1,13,0,13,368.3144537830174,43.53119928553015,702373.4263443891,412671.2165546678
1,14,0,14,310.33004302081343,108.82471001831405,702273.2909304965,412964.94710208476
1,15,0,15,201.26969097609876,95.71059313755241,702253.263847718,413165.217929868
1,16,0,16,298.54612322236596,63.43494882292201,702386.7777329069,413432.2457002457
1,17,0,17,200.38205846547197,88.09084756663101,702393.4534271676,413632.516528029
1,18,0,18,141.61286039886778,98.13010235426256,702373.4263443891,413772.7061074767
1,19,0,19,165.28242473883822,46.63657704192968,702486.9131467994,413892.8686041478
1,20,0,20,167.42556026055664,94.57392126018044,702473.5617582798,414059.76096063294
1,21,0,21,188.93512106263145,32.005383208083494,702633.7784205079,414159.8963745255
1,22,0,22,298.3221296008976,40.46222749222143,702860.7520253286,414353.4915080499
1,23,0,23,287.98483891750465,44.06080905434174,703067.6985473707,414553.76233583316
1,24,0,24,313.82864018134677,38.08877288080894,703314.6992349699,414747.3574693557
1,25,0,25,146.4094052299158,65.77225468184642,703374.7804833055,414880.87135454454
1,26,0,26,171.63156712053473,76.50426671915581,703414.8346488625,415047.7637110315
