id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,703380.6435500361,415099.2702185706
1,1,0,1,51.6395616840173,11.309932475489449,703431.2803063244,415109.3975698296
1,2,0,2,136.79215613479337,15.75117366312572,703562.935872674,415146.5311911069
1,3,0,3,165.96363709073322,355.33314162840406,703728.3492765483,415133.0280560963
1,4,0,4,82.20570634020298,19.179008026237216,703805.9923028573,415160.0343261175
1,5,0,5,66.58086288214945,30.465544918890995,703863.3806266505,415193.7921636421
1,6,0,6,210.5471752873435,347.9694039035353,704069.3034355547,415149.90697485954
1,7,0,7,166.06660285766029,333.434948822922,704217.8379206676,415075.6397323031
1,8,0,8,118.34517605336416,356.72951207671355,704335.9903520066,415068.8881647978
1,9,0,9,118.20064698328767,1.6365770416682908,704454.1427833457,415072.26394855045
1,10,0,10,86.06593613850677,11.309932474506581,704538.5373771582,415089.1428673137
1,11,0,11,193.9533926780402,328.52316065077997,704703.9507810343,414987.8693547379
