id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,702298.2507176358,418647.51710436674
1,1,0,1,110.31229313102007,12.994616792485283,702405.7380448394,418672.32187218405
1,2,0,2,107.80486800608276,32.471192290165156,702496.6888601668,418730.19966375455
1,3,0,3,130.73260522002266,55.304846468662774,702571.1031636167,418837.68699095957
1,4,0,4,252.723405266777,15.172915345497628,702815.0167138111,418903.8330384698
1,5,0,5,70.76487209006652,6.7098368083736695,702885.2968892921,418912.1012944095
1,6,0,6,125.73459353860564,46.332219854316165,702972.1135766488,419003.05210973695
1,7,0,7,96.42360526750008,59.0362434669774,703021.7231122833,419085.7346691247
1,8,0,8,83.60756397316705,351.4692343897363,703104.405671671,419073.3322852161
1,9,0,9,171.1548950851102,52.85331330238487,703207.7588709053,419209.7585082073
