id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,702537.3018020611,413294.4978898895
1,1,0,1,139.92628961402204,1.1233027139203018,702677.2012008727,413297.24101535603
1,2,0,2,63.15149074456487,325.6196552752743,702729.3205847424,413261.5803842861
1,3,0,3,85.43415714758176,5.527540152297908,702814.3574742172,413269.8097606879
1,4,0,4,85.08112192822134,358.1523897341672,702899.3943636902,413267.06663522124
1,5,0,5,148.48393976534572,348.27488798444983,703044.7800134346,413236.8922550846
1,6,0,6,66.3473536510681,352.87498365189623,703110.6150246412,413228.6628786847
1,7,0,7,66.290622255882,335.5560452186508,703170.9637849126,413201.2316240147
1,8,0,8,83.42890402951514,316.3322198537435,703231.312545184,413143.62598920986
1,9,0,9,67.91659577270536,316.6365770414898,703280.6888035871,413096.9928562734
1,10,0,10,52.693719491781515,321.34019174654253,703321.8356855921,413064.07535067014
1,11,0,11,55.20433513192184,333.434948822922,703371.2119439952,413039.3872214686
1,12,0,12,89.30969469561472,317.4895529217789,703437.0469551999,412979.03846119717
1,13,0,13,51.02508319654508,306.2538377383443,703467.2213353366,412937.891579194
1,14,0,14,86.09219632010125,329.3493320433421,703541.285722943,412894.0015717242
1,15,0,15,65.03001136319297,332.35402463563827,703598.8913577478,412863.82719158754
1,16,0,16,78.55115917649982,335.2248594316425,703670.2126198858,412830.9096859861
1,17,0,17,53.89386429170184,14.743562834958878,703722.3320037574,412844.62531331927
