id,vertex_index,vertex_part,vertex_part_index,distance,angle,X,Y
1,0,0,0,0.0,0.0,703326.6310099955,415153.28275861137
1,1,0,1,113.22722922058773,26.56505117734144,703427.9045225717,415203.9195149001
1,2,0,2,84.39459381438792,0.0,703512.2991163861,415203.9195149001
1,3,0,3,109.9075561575744,10.619655276513027,703620.3241964672,415224.174217416
1,4,0,4,257.0920311387641,13.671307132184932,703870.1321941558,415284.9383249618
1,5,0,5,117.57230132831091,39.173657970183605,703961.2783554737,415359.2055675164
1,6,0,6,52.73142791870065,39.80557109356085,704001.7877605036,415392.9634050429
1,7,0,7,173.5165984116786,307.0928372972928,704106.4370568339,415254.55627118796
1,8,0,8,92.2027835477116,336.25050550726036,704190.8316506464,415217.4226499107
1,9,0,9,108.07781383101977,345.5297058994406,704295.4809469748,415190.4163798895
1,10,0,10,143.06315051549723,340.7099537810225,704430.5122970771,415143.15540735424
1,11,0,11,261.70490026651856,353.3333401089093,704690.4476460237,415112.7733535804
